collision_index,vehicle_reference,casualty_reference,casualty_class,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,casualty_type
198747XA70867,2,1,1,3,0,0,0,1
198743A047087,2,4,1,3,0,0,0,109
198743A051087,1,1,1,3,0,0,0,109
198701DM00064,1,1,1,3,0,0,0,109
198754AT03417,1,1,2,2,0,0,1,109
1987440NG0175,1,1,1,3,0,0,0,109
1987373082200,1,2,2,3,0,0,-1,109
1987360051032,2,1,2,3,0,0,2,109
1987948704642,1,2,3,2,6,9,0,0
198745ER00457,2,1,1,3,0,0,0,109
198701RD00008,1,1,2,3,0,0,0,11
19873387S0313,1,2,2,3,0,0,2,109
1987530AI0381,1,1,1,3,0,0,0,109
1987465301367,3,2,1,2,0,0,0,109
198732D052087,2,1,1,3,0,0,0,1
198717K100350,2,1,1,3,0,0,0,109
1987530AI0166,2,1,1,3,0,0,0,1
198701EO00281,1,1,3,2,4,4,0,0
198706L033187,2,2,2,3,0,0,1,109
198701XD00534,1,1,1,2,0,0,0,109
198743C196107,2,1,1,3,0,0,0,109
198797LF01702,1,1,2,3,0,0,1,109
198797UC00712,1,1,1,1,0,0,0,109
1987464308397,2,3,2,3,0,0,0,104
198705F101134,2,1,2,3,0,0,1,109
198703A105970,1,1,3,3,5,1,0,0
19874200E1193,1,1,1,2,0,0,0,109
198714C101222,1,2,2,3,0,0,2,109
1987077D20702,1,2,2,3,0,0,1,109
19874200F0085,2,2,2,3,0,0,1,109
198713GB25587,2,1,2,3,0,0,1,109
1987220512014,2,1,1,2,0,0,0,109
1987530CI0133,1,1,1,3,0,0,0,1
1987530AI0273,2,1,1,3,0,0,0,109
198701EK00606,3,2,1,3,0,0,0,19
198752FE01597,2,1,1,3,0,0,0,109
198750D322079,2,1,1,3,0,0,0,109
198701KD01185,1,1,1,3,0,0,0,109
198734AC00505,2,2,2,2,0,0,0,104
198713AA08687,1,1,3,3,5,2,0,0
1987352012587,1,1,1,2,0,0,0,1
1987077D20055,1,2,2,3,0,0,2,109
198747CA70716,2,1,1,3,0,0,0,109
198732C097887,1,1,2,3,0,0,2,109
1987217502590,1,2,2,2,0,0,1,109
1987040CK1013,1,1,3,3,5,3,0,0
198752FI00570,1,1,1,3,0,0,0,109
198713FA33487,2,2,1,3,0,0,0,109
198701MS00347,1,1,3,3,7,9,0,0
198705A300137,1,1,3,2,8,9,0,0
198701XS00132,1,1,3,3,5,2,0,0
198747XA70108,2,1,1,1,0,0,0,1
198701XR00540,1,1,1,3,0,0,0,104
1987462204877,1,1,1,3,0,0,0,109
198701JL00312,2,1,3,3,9,6,0,0
198717K300578,1,1,1,3,0,0,0,109
198701XD00193,1,2,3,3,6,9,0,0
1987127182477,1,1,1,3,0,0,0,19
198754CT01547,2,2,1,3,0,0,0,109
1987928707563,1,2,2,3,0,0,2,109
1987462105937,2,1,1,3,0,0,0,1
198747XA70737,1,1,3,3,9,5,0,0
19874000D2392,1,1,1,3,0,0,0,109
1987077M10592,2,3,2,3,0,0,2,109
198701MS00057,1,1,3,3,4,1,0,0
1987620A16590,1,2,2,3,0,0,1,109
1987463203137,2,1,2,3,0,0,2,109
198701RY00858,1,1,1,3,0,0,0,109
198706F289787,1,1,1,3,0,0,0,109
198713CC27887,2,2,2,3,0,0,2,109
198701LK00063,1,2,2,2,0,0,0,104
198701ZN00068,2,1,1,3,0,0,0,109
1987307D00611,1,6,1,3,0,0,0,109
198701PN00410,1,1,1,3,0,0,0,2
1987117DJ0636,2,1,1,3,0,0,0,1
198706M181887,2,1,1,3,0,0,0,109
1987948702875,2,1,1,3,0,0,0,109
198706C082187,1,1,1,3,0,0,0,104
198732C012987,2,1,1,3,0,0,0,104
1987530AI0626,1,1,1,3,0,0,0,109
1987220105035,3,2,2,3,0,0,2,109
198701JI00632,1,1,3,2,5,1,0,0
198710A411187,1,1,1,3,0,0,0,109
198713CA13887,1,2,2,3,0,0,1,109
1987558711828,2,1,1,3,0,0,0,109
1987217700823,2,1,1,3,0,0,0,1
198701MM00205,1,1,3,2,5,3,0,0
198797KA22204,1,2,3,2,8,4,0,0
1987360011955,2,2,2,3,0,0,1,109
1987928704177,1,1,3,3,4,1,0,0
1987440FG0018,1,1,1,3,0,0,0,109
198701JC00324,1,1,1,3,0,0,0,109
1987620E10450,2,1,1,3,0,0,0,1
19872000K1621,1,1,2,3,0,0,0,104
198701JI00331,2,1,1,3,0,0,0,1
19872000F0866,1,1,1,3,0,0,0,109
1987440AA0057,2,7,1,3,0,0,0,110
1987352141387,1,1,1,3,0,0,0,1
198713CC01587,2,1,1,2,0,0,0,1
1987462205447,1,1,1,3,0,0,0,1
198752GM00827,2,4,2,3,0,0,2,109
198701QA00759,2,1,1,3,0,0,0,109
198701TG00357,1,1,3,3,9,5,0,0
1987238700520,1,1,1,3,0,0,0,19
1987464200167,1,1,1,3,0,0,0,109
198701SW00065,1,1,1,3,0,0,0,19
19874200C1326,2,1,1,2,0,0,0,104
19872000D0033,2,1,1,2,0,0,0,109
1987040AH0464,1,1,1,3,0,0,0,1
19874141C2133,2,3,1,3,0,0,0,109
198732A021087,2,1,1,2,0,0,0,104
198701GH00091,1,1,1,3,0,0,0,109
1987463202097,2,2,2,3,0,0,2,109
19879387W0307,2,1,2,3,0,0,2,109
198743E061077,1,1,1,3,0,0,0,109
198797QA02708,2,2,1,3,0,0,0,113
198701ND00539,1,1,1,3,0,0,0,104
198747XA70414,2,1,1,3,0,0,0,1
198797DA01404,2,1,2,3,0,0,2,108
1987127047622,2,1,1,3,0,0,0,104
198701TC00486,2,69,2,2,0,0,0,11
1987461103437,1,1,3,3,6,9,0,0
198713HC19987,1,1,3,3,5,1,0,0
198797AC00404,1,1,3,3,5,1,0,0
19874200C1189,3,44,2,3,0,0,0,11
198750A510528,2,1,1,3,0,0,0,109
198747NA70409,2,1,1,3,0,0,0,1
1987600A12122,1,3,2,3,0,0,2,109
198747HA70399,2,1,2,3,0,0,1,109
19874200B0552,2,1,1,3,0,0,0,109
198717J100349,2,2,1,3,0,0,0,109
198797AB05007,4,2,1,3,0,0,0,109
198797GA01108,1,1,3,3,4,3,0,0
1987307D00843,1,1,2,3,0,0,2,109
1987317Y42367,1,1,1,3,0,0,0,104
198706A125887,1,1,3,3,5,3,0,0
19872000G0954,1,3,2,3,0,0,1,109
1987620D07610,2,1,1,3,0,0,0,109
198701QD00679,1,3,2,3,0,0,2,109
198701ND00084,1,1,3,3,6,9,0,0
198713CA04787,2,1,2,3,0,0,1,109
19879387E1300,2,1,1,3,0,0,0,109
198706J291087,1,1,2,3,0,0,1,109
1987352106087,1,1,1,2,0,0,0,109
198747SA70004,2,1,1,2,0,0,0,19
19873387C0244,1,1,1,3,0,0,0,104
198747HA70523,1,2,2,3,0,0,1,109
1987040DC3065,2,1,1,3,0,0,0,1
198797RA20807,3,2,1,2,0,0,0,109
19874200C1521,1,2,2,3,0,0,2,109
198763A527587,2,4,2,3,0,0,1,109
198743C045097,1,1,1,3,0,0,0,109
198734AK00245,2,2,1,3,0,0,0,109
198797FA00410,1,1,3,2,4,1,0,0
198706K321487,1,1,3,2,5,3,0,0
1987220305054,1,1,1,3,0,0,0,109
198797CA02402,2,1,2,3,0,0,2,109
198701VW00566,1,2,2,3,0,0,0,19
198706E064087,3,1,1,3,0,0,0,109
198716P091149,2,1,1,2,0,0,0,1
198710C302687,1,1,3,3,5,1,0,0
198701GN00378,2,2,2,3,0,0,2,109
19872000G1112,1,1,1,3,0,0,0,2
198701WW00464,1,1,2,3,0,0,0,11
19874141E2079,1,3,2,3,0,0,1,109
1987373045900,3,1,1,3,0,0,0,19
198701HH00422,1,1,1,3,0,0,0,109
198745NC00428,2,2,2,2,0,0,1,109
1987352117987,2,1,1,3,0,0,0,1
1987464308437,2,2,1,3,0,0,0,109
198745WG00223,1,3,2,3,0,0,2,109
198701JB00573,2,1,1,3,0,0,0,1
1987465104117,1,1,1,2,0,0,0,109
198743F033117,2,1,1,3,0,0,0,1
198747SA70288,2,1,1,2,0,0,0,109
198701AD00141,1,1,3,3,5,1,0,0
19874200E0596,2,3,2,3,0,0,1,109
198701PD00005,2,2,2,3,0,0,1,109
1987530BI0293,2,1,1,2,0,0,0,1
198763B540987,2,1,1,3,0,0,0,109
198750D420849,2,1,1,2,0,0,0,1
198716M050513,1,1,1,2,0,0,0,109
1987558731661,2,1,1,3,0,0,0,109
1987440AA0272,1,1,2,3,0,0,1,109
19874141E1152,3,1,1,3,0,0,0,2
1987530CI0413,1,2,2,3,0,0,1,109
1987440FR0348,1,1,2,3,0,0,0,11
198701QA00756,1,1,3,3,5,1,0,0
1987620A04980,1,1,1,2,0,0,0,104
198745WF00303,1,1,1,3,0,0,0,2
198754DS06347,2,2,1,3,0,0,0,104
1987077A11805,1,1,3,3,8,7,0,0
198703J301180,1,1,3,3,5,1,0,0
198701YT00258,2,1,1,3,0,0,0,109
198747CA70781,2,1,2,3,0,0,0,11
198701ZN00467,1,1,1,1,0,0,0,1
1987352037987,2,1,2,3,0,0,1,109
198732A104487,2,1,2,3,0,0,2,109
198752DK00759,1,2,2,3,0,0,1,109
198701RW00541,1,1,1,2,0,0,0,104
1987440RF0156,2,1,2,3,0,0,1,109
198747CA70606,2,2,2,3,0,0,1,109
198701YF00562,1,1,1,2,0,0,0,109
198701GN00274,2,1,1,3,0,0,0,1
198761B09987T,1,1,1,2,0,0,0,109
1987620B07970,1,1,3,2,5,4,0,0
19873387N0110,2,1,1,3,0,0,0,19
1987440BB0600,2,3,2,3,0,0,1,109
198716G080558,1,1,2,3,0,0,0,11
19874200E1085,1,1,3,2,5,1,0,0
198734BS00546,2,1,1,2,0,0,0,109
198750D210310,1,1,1,3,0,0,0,109
198705G102209,2,1,1,2,0,0,0,104
1987352123187,2,1,1,3,0,0,0,1
198717K100476,2,1,1,3,0,0,0,1
198701HH00039,1,1,3,3,5,1,0,0
1987220603037,1,1,1,3,0,0,0,109
198714E200405,2,1,1,3,0,0,0,109
198701PD00419,1,1,1,3,0,0,0,109
1987117CI0243,2,1,2,3,0,0,0,11
1987217700953,1,1,2,2,0,0,1,109
198701LM00207,1,1,2,2,0,0,1,109
198701ND00333,1,2,1,3,0,0,0,104
198701RD00045,2,2,1,3,0,0,0,109
1987040EB1662,2,1,1,3,0,0,0,104
19874200C0665,1,1,1,3,0,0,0,109
19872000F0221,1,2,2,3,0,0,2,109
1987220611072,1,2,2,3,0,0,1,109
19872000E1682,2,1,1,3,0,0,0,109
198701SW00702,1,1,1,3,0,0,0,109
1987217300030,1,4,2,3,0,0,1,109
198706G116887,1,1,1,2,0,0,0,109
198743A157117,1,1,1,3,0,0,0,109
198734BD01728,1,1,1,3,0,0,0,109
19873387N0483,1,4,2,3,0,0,1,109
198701RD00519,2,1,1,3,0,0,0,1
198797CD01410,2,3,2,2,0,0,1,109
198763C532787,2,4,2,3,0,0,1,109
198701SA00668,1,1,2,3,0,0,1,109
198713AB15987,2,2,1,3,0,0,0,11
198743A162107,1,1,1,3,0,0,0,109
1987440AA0226,2,1,1,3,0,0,0,104
198743B042097,1,2,2,3,0,0,1,109
1987440JH0471,2,1,2,2,0,0,0,104
19879387E0813,1,2,2,2,0,0,2,109
198747SA70403,1,3,1,3,0,0,0,109
198750D351505,2,1,2,3,0,0,1,109
198743C152057,1,1,2,3,0,0,1,109
1987217300388,2,1,1,3,0,0,0,104
198705G402884,1,2,1,3,0,0,0,109
198713DB09587,1,1,1,3,0,0,0,104
1987928700550,1,1,3,3,5,3,0,0
198797PC00706,1,1,1,3,0,0,0,19
198710A610487,1,1,1,3,0,0,0,109
198797LD80401,1,1,2,3,0,0,0,19
1987351341687,1,1,1,3,0,0,0,109
198752CS01077,1,1,1,3,0,0,0,104
198706A137487,1,1,3,3,9,7,0,0
1987077A10515,1,1,1,3,0,0,0,109
198701VD00137,2,1,1,3,0,0,0,1
198701SG00001,1,1,3,3,4,9,0,0
198703G100730,2,1,1,3,0,0,0,19
198701ZN00684,1,1,1,3,0,0,0,104
1987217502787,2,2,2,3,0,0,1,109
1987127038163,1,1,1,2,0,0,0,109
198732E055787,1,1,1,2,0,0,0,109
1987464209497,1,1,3,3,9,5,0,0
198706J153687,1,2,2,3,0,0,2,109
198705D300321,1,1,1,3,0,0,0,109
198706J107487,1,1,3,3,5,2,0,0
198701EK00443,1,1,1,3,0,0,0,104
1987220708022,1,2,2,3,0,0,2,109
198701MM00331,2,2,1,2,0,0,0,104
19874200E0951,1,1,3,2,5,1,0,0
198706L066887,2,1,1,3,0,0,0,104
1987928705483,1,1,1,3,0,0,0,109
1987077E10013,1,1,3,3,5,3,0,0
198701XD00359,1,1,1,3,0,0,0,19
198761A27487P,2,2,1,3,0,0,0,104
198743C054047,1,2,2,3,0,0,0,104
1987558722462,1,1,1,3,0,0,0,1
198763B541587,1,1,1,2,0,0,0,109
198701KG00367,1,1,3,2,5,3,0,0
198747TA70297,1,1,1,2,0,0,0,109
198701WA00108,1,1,3,2,5,2,0,0
1987464112417,1,1,1,3,0,0,0,109
19874141B4119,2,1,1,3,0,0,0,2
1987600D08084,2,1,1,3,0,0,0,109
198701SW00133,1,5,2,3,0,0,2,109
198748P427587,2,1,1,3,0,0,0,109
1987220309070,2,2,1,3,0,0,0,109
198797LB54508,1,1,2,3,0,0,2,109
198706A054987,1,1,3,3,5,9,0,0
198795287F030,2,6,2,3,0,0,0,110
1987217300671,2,1,1,2,0,0,0,104
1987040FB2024,1,3,1,3,0,0,0,109
1987351273887,2,1,1,3,0,0,0,104
198752FO00535,1,1,1,2,0,0,0,1
19879387W1645,2,3,2,2,0,0,0,19
198747CA70221,2,1,1,3,0,0,0,1
198701VW00710,1,1,1,3,0,0,0,19
19872000G0462,1,3,2,3,0,0,2,109
1987217200594,3,4,2,3,0,0,0,11
1987317L42523,1,1,1,3,0,0,0,109
198797RA06911,1,1,3,3,5,1,0,0
198743C091087,2,1,1,3,0,0,0,109
1987040EB1310,2,1,1,3,0,0,0,104
1987040CJ0383,1,1,2,2,0,0,1,109
1987217501460,1,1,3,2,5,1,0,0
1987928702715,1,1,3,2,5,1,0,0
1987910080380,2,1,1,3,0,0,0,109
198701GN00016,1,1,3,2,5,3,0,0
198706Q114387,2,1,2,3,0,0,2,109
198797NC02210,2,3,2,2,0,0,1,109
1987620D14200,1,1,3,3,5,4,0,0
19872000L1112,2,1,1,3,0,0,0,2
198743E050107,1,1,3,3,4,1,0,0
198752BR01580,1,1,1,3,0,0,0,2
198713HB08087,1,1,1,3,0,0,0,109
19872000B1703,2,1,2,3,0,0,0,113
1987928706906,1,1,3,3,5,2,0,0
198714B101440,1,1,2,3,0,0,0,11
198754AL01657,2,1,1,3,0,0,0,109
198710B217387,1,1,1,2,0,0,0,104
1987217700595,1,6,2,3,0,0,0,110
19874141A2013,1,1,3,3,5,3,0,0
198747CA70451,2,2,2,3,0,0,1,109
198703E201630,1,2,1,3,0,0,0,109
198710C506087,1,1,1,3,0,0,0,113
1987465307157,1,1,1,3,0,0,0,105
1987620G02150,1,1,3,3,5,1,0,0
198743E095087,1,2,3,3,5,3,0,0
198714F201179,2,1,1,3,0,0,0,109
19874200C1414,1,1,1,3,0,0,0,109
1987307D00820,2,2,1,2,0,0,0,1
198701DM00096,1,1,1,3,0,0,0,104
1987558722311,1,1,1,3,0,0,0,1
198752BI00624,1,1,3,1,5,4,0,0
198750B321156,1,1,2,3,0,0,2,109
198763B011287,1,1,1,3,0,0,0,109
198752DC02043,2,1,1,3,0,0,0,1
19873387E0092,1,1,3,1,5,3,0,0
1987910090714,1,1,1,3,0,0,0,109
19874141T1136,1,1,1,3,0,0,0,109
1987351124487,1,1,2,3,0,0,1,109
1987238701785,2,1,1,3,0,0,0,104
198706F274387,2,2,2,3,0,0,1,109
19874200F0604,1,1,2,2,0,0,1,109
198747NA70192,1,1,2,2,0,0,1,109
198734AW00763,1,1,2,2,0,0,0,11
198750C433234,1,1,1,3,0,0,0,104
198701PR00749,2,1,1,3,0,0,0,1
198710D306387,1,1,1,3,0,0,0,109
1987440DG0050,2,1,1,2,0,0,0,103
19872000M1378,2,3,1,3,0,0,0,109
198706D209287,1,1,3,2,5,3,0,0
1987217700847,2,3,2,3,0,0,1,109
19874200B0667,1,1,1,3,0,0,0,1
1987464309187,2,1,1,2,0,0,0,1
1987127043800,1,1,1,2,0,0,0,1
198752JO00836,1,2,2,3,0,0,1,109
1987352063187,2,2,1,2,0,0,0,109
198701VD00416,2,1,1,3,0,0,0,109
1987317Y43410,1,2,2,2,0,0,1,109
198750C413362,1,1,2,3,0,0,1,109
198750E210690,2,1,1,3,0,0,0,109
1987351286487,1,1,2,3,0,0,0,11
198752FG01030,1,1,3,3,5,1,0,0
198716M130151,2,1,2,3,0,0,1,109
1987360052207,1,2,2,3,0,0,1,109
1987360010836,1,1,2,3,0,0,1,109
1987117AK0159,1,1,2,3,0,0,0,11
1987220302013,1,1,1,3,0,0,0,2
198763A016287,1,1,1,2,0,0,0,109
198714D100936,1,1,1,3,0,0,0,2
1987127017003,1,2,2,2,0,0,0,104
1987910070003,1,1,2,2,0,0,0,110
1987558710175,1,1,1,3,0,0,0,109
198743F039107,1,1,1,3,0,0,0,19
198701WW00112,2,1,1,3,0,0,0,1
198717K300201,1,1,3,3,5,1,0,0
1987464200767,2,1,1,3,0,0,0,1
198795187F011,1,1,2,3,0,0,0,110
198710B517587,2,1,1,3,0,0,0,109
198701JB00744,1,1,3,3,8,1,0,0
19872000M2099,2,1,2,3,0,0,1,109
1987440JH0488,1,1,3,3,5,1,0,0
198701ZP01038,1,2,1,3,0,0,0,104
198750B310810,2,2,1,2,0,0,0,109
198797RA07009,2,1,1,3,0,0,0,103
198701XD00812,1,1,3,2,5,3,0,0
198701XD00028,2,1,1,3,0,0,0,104
198752JW00523,1,1,1,3,0,0,0,104
198701SW00061,2,1,1,3,0,0,0,109
1987948700681,1,3,2,2,0,0,2,109
198701KD00078,1,1,3,3,5,1,0,0
1987910070238,1,1,1,3,0,0,0,109
1987360050941,1,1,1,3,0,0,0,1
19874141B2074,1,1,3,3,1,1,0,0
198701GN00365,1,1,2,3,0,0,1,109
198701XD00667,1,1,3,3,5,1,0,0
198714C201856,1,2,2,3,0,0,2,109
198701SW00007,1,1,1,3,0,0,0,109
198745WO00101,1,1,1,3,0,0,0,109
198701QD00411,1,1,2,3,0,0,1,109
1987238701288,1,1,1,3,0,0,0,1
1987440FR0061,1,1,3,3,1,1,0,0
1987620B24200,2,1,2,3,0,0,0,104
1987040EA2965,1,2,2,2,0,0,2,109
198734BD00722,1,1,2,3,0,0,1,109
198701MM00641,1,1,3,2,1,1,0,0
1987558711854,2,1,1,3,0,0,0,109
198797KB63009,2,1,1,3,0,0,0,1
198701ND00713,1,1,1,3,0,0,0,109
198716P040390,1,1,1,3,0,0,0,1
198701XS00723,1,1,1,3,0,0,0,109
1987077B20286,1,1,2,3,0,0,2,109
1987077D10323,1,1,1,3,0,0,0,109
198716D131011,2,2,1,3,0,0,0,109
198734BN00620,1,1,3,3,5,3,0,0
198710F307287,1,1,1,3,0,0,0,1
198701EO00537,1,1,3,3,5,4,0,0
198713CC01787,1,1,1,3,0,0,0,2
19874141C1086,2,1,2,3,0,0,1,109
198703D101980,1,1,2,3,0,0,2,109
1987440BB0382,1,1,3,3,5,6,0,0
1987040BH1245,1,1,3,1,5,1,0,0
1987117AA1010,2,5,2,3,0,0,2,109
1987077A11268,1,1,1,3,0,0,0,109
19879387E1236,1,1,3,2,9,8,0,0
1987040EB2394,2,1,1,3,0,0,0,109
1987307D00385,1,1,1,3,0,0,0,109
1987127132847,1,1,2,3,0,0,2,109
1987558710045,2,1,1,3,0,0,0,1
198797QA05108,1,1,1,3,0,0,0,1
198743C075027,2,1,1,3,0,0,0,104
1987464107297,2,2,1,2,0,0,0,109
198701YF00650,1,1,1,3,0,0,0,109
198797UB10607,1,1,3,2,5,1,0,0
198706E136087,1,1,3,3,1,1,0,0
1987307B00133,1,1,1,3,0,0,0,109
198701YR00338,1,1,2,3,0,0,2,109
198701XS00356,1,1,1,3,0,0,0,19
198701YR00399,1,1,3,3,5,3,0,0
1987040EA2282,1,2,2,3,0,0,0,104
198706M158987,1,2,2,3,0,0,1,109
198701YE00113,1,1,2,3,0,0,2,109
1987465208717,1,1,3,2,8,2,0,0
198703B109020,1,1,2,2,0,0,1,109
1987360050598,1,1,1,3,0,0,0,109
1987351330787,3,5,2,2,0,0,2,109
198701LD00360,1,1,2,3,0,0,1,109
198713EB22187,2,1,3,3,9,5,0,0
198701LD00176,2,1,1,2,0,0,0,104
198706Q276487,1,1,1,3,0,0,0,109
1987440RF0560,1,1,3,3,5,2,0,0
198710F418587,1,3,2,2,0,0,2,109
198795987G019,1,1,1,3,0,0,0,109
1987464100527,2,1,1,2,0,0,0,104
1987440EH0279,1,1,2,3,0,0,1,109
1987217502159,1,1,1,3,0,0,0,109
198732E011487,1,1,1,3,0,0,0,2
198797PA02309,2,1,1,2,0,0,0,104
1987307C00082,1,1,2,1,0,0,1,109
1987620B14440,1,1,3,3,5,2,0,0
1987440DW0078,2,1,1,3,0,0,0,1
19874200H0739,1,2,1,3,0,0,0,109
198701VD01189,2,1,1,3,0,0,0,109
198734AW00826,2,4,2,3,0,0,2,109
1987127073340,2,1,1,3,0,0,0,1
1987620E03410,1,1,3,3,5,3,0,0
1987558732066,1,1,1,3,0,0,0,104
198763D002287,1,1,1,3,0,0,0,109
198752JN01241,1,1,3,2,5,3,0,0
198710F407187,1,1,1,3,0,0,0,109
1987127048895,1,1,1,2,0,0,0,19
198717K100415,2,1,1,3,0,0,0,1
198717K100094,1,1,1,3,0,0,0,109
19874141D1318,1,3,1,3,0,0,0,109
198703E210030,1,1,1,3,0,0,0,104
198716P110253,2,1,1,2,0,0,0,1
19872000M1505,1,1,3,3,5,1,0,0
1987117DJ0483,1,1,1,3,0,0,0,109
1987440DR0048,1,1,1,3,0,0,0,109
1987307B00204,1,1,1,3,0,0,0,109
198701RW00183,1,1,1,3,0,0,0,109
198713EC22887,1,1,1,3,0,0,0,104
1987463106387,1,1,1,2,0,0,0,2
198716D050722,1,1,1,3,0,0,0,19
19872000D0309,2,2,2,3,0,0,1,109
1987600A13145,1,1,1,3,0,0,0,113
198750C432176,1,1,1,3,0,0,0,109
19874200C1339,1,1,1,1,0,0,0,109
198743B055127,1,1,3,2,5,3,0,0
1987620H03860,1,1,3,3,4,1,0,0
1987440LA0162,2,1,2,3,0,0,0,104
19874000D0425,1,1,1,3,0,0,0,109
198701HH00489,1,1,1,2,0,0,0,104
1987127023019,1,1,1,3,0,0,0,2
1987040AD0132,2,1,1,3,0,0,0,1
198701XD00360,1,1,2,3,0,0,2,109
198745ED00250,2,1,1,3,0,0,0,1
1987117AK0503,1,1,1,3,0,0,0,109
1987620B15540,2,2,2,3,0,0,1,109
198705C100675,1,1,2,3,0,0,0,11
1987558711305,1,1,1,3,0,0,0,104
198713EA20387,1,1,3,3,5,4,0,0
198752JW00744,1,1,1,3,0,0,0,2
198706P273087,2,2,2,3,0,0,1,109
1987620B04520,1,1,1,3,0,0,0,109
19872000C1488,1,1,3,3,5,2,0,0
1987360051587,1,1,2,2,0,0,2,109
19873387S0277,1,2,2,3,0,0,2,109
198701PD00591,1,1,1,3,0,0,0,104
1987461314187,3,3,2,3,0,0,1,109
198705F102015,2,1,2,3,0,0,2,109
198797GB21602,2,1,2,3,0,0,2,109
198701TD00072,1,1,1,3,0,0,0,109
198701YE00029,1,1,3,3,5,2,0,0
198701RY00411,2,1,1,3,0,0,0,1
1987217501076,3,3,2,3,0,0,2,109
198750E510463,2,1,1,3,0,0,0,104
198750B410818,2,1,1,3,0,0,0,2
198701DM00556,1,1,1,3,0,0,0,109
198797LF04307,1,2,2,3,0,0,0,104
1987317E81002,1,1,1,1,0,0,0,109
198796RF05218,1,2,2,2,0,0,1,109
1987461210647,2,2,2,3,0,0,1,109
19872000L0736,2,2,1,3,0,0,0,109
1987620E10650,2,1,1,3,0,0,0,109
198701ZP00255,1,1,1,3,0,0,0,2
198750B410989,4,1,1,3,0,0,0,109
198714C300589,1,1,2,3,0,0,2,109
198717L100973,2,2,2,3,0,0,2,109
198747CA70440,1,3,2,2,0,0,2,109
198734BS00420,1,1,1,3,0,0,0,109
198705G301491,2,1,2,3,0,0,2,108
1987461206697,2,1,1,3,0,0,0,2
1987440LR0104,1,1,3,2,5,1,0,0
1987307B00485,1,1,1,2,0,0,0,104
198716L070017,1,1,1,3,0,0,0,104
198797KB63212,2,1,1,3,0,0,0,11
19874000B0415,1,1,1,3,0,0,0,1
198701YF00512,1,2,2,3,0,0,1,109
198701XR00427,2,1,1,3,0,0,0,1
19872000G1697,1,1,3,3,5,2,0,0
198701RY00755,1,1,2,3,0,0,1,109
198716G101378,2,2,2,3,0,0,0,1
198701YE00372,1,1,1,3,0,0,0,2
1987465102727,2,4,2,3,0,0,1,109
198714C301092,1,1,1,2,0,0,0,109
1987463301417,2,1,1,2,0,0,0,104
19872000M0156,1,1,3,2,5,3,0,0
1987217700335,1,1,3,3,9,5,0,0
198713HB15787,1,1,1,3,0,0,0,109
19874200B0717,1,1,3,2,5,3,0,0
1987351193187,1,1,1,3,0,0,0,1
19872000J0467,1,1,1,3,0,0,0,109
1987928705483,1,4,2,3,0,0,2,109
1987317J40284,2,1,1,3,0,0,0,109
198745WG00126,2,1,1,3,0,0,0,109
198752GR01223,1,2,2,3,0,0,1,109
198701RW00522,1,1,3,3,9,5,0,0
1987307B00082,1,1,1,3,0,0,0,109
19874200F0655,1,1,2,3,0,0,1,109
198706J178687,2,4,2,3,0,0,1,109
19874200C1317,1,3,2,3,0,0,0,19
198750C513441,2,1,1,3,0,0,0,109
198701ZN00586,2,1,2,3,0,0,2,109
1987558720281,2,1,1,3,0,0,0,109
198701ZN00892,1,1,1,2,0,0,0,109
19874141B1005,1,1,1,3,0,0,0,2
19874200C1004,1,1,1,3,0,0,0,19
198752DC02041,1,2,2,3,0,0,2,109
1987360020862,1,5,2,3,0,0,0,11
198701KD00640,1,1,2,3,0,0,1,109
1987317E81255,3,2,2,3,0,0,1,109
198705G102782,2,1,1,3,0,0,0,109
1987307A00457,2,1,2,3,0,0,1,109
198706C150087,1,1,3,2,5,3,0,0
198701YE00566,2,1,1,2,0,0,0,1
19874141B4113,1,5,2,3,0,0,2,109
1987440AL0375,2,2,1,2,0,0,0,113
1987317F80990,1,1,1,3,0,0,0,109
198797BA06303,1,1,2,2,0,0,0,11
1987928705134,1,1,1,3,0,0,0,1
198743A003127,1,1,2,3,0,0,1,109
198710C520587,1,1,1,3,0,0,0,109
198706F045987,1,2,2,2,0,0,0,1
1987238701270,1,2,1,3,0,0,0,109
198752FR00370,1,1,1,2,0,0,0,2
19874200C1353,2,1,2,3,0,0,1,109
198745WG00291,1,1,1,3,0,0,0,1
19873387S0351,1,1,1,3,0,0,0,109
198747CA70654,1,1,3,3,5,1,0,0
1987307C00326,2,1,1,3,0,0,0,109
198701JB00392,1,1,2,2,0,0,1,109
198703E306260,1,1,1,2,0,0,0,109
1987440CC0108,2,1,1,2,0,0,0,2
198701BD00342,1,2,1,3,0,0,0,109
198750F451156,1,2,2,2,0,0,0,104
1987558712032,2,1,1,3,0,0,0,104
1987371144700,1,1,1,3,0,0,0,1
1987620E08500,1,2,2,2,0,0,1,109
1987040AK2439,1,2,2,1,0,0,1,109
19874200B0611,2,1,2,3,0,0,1,109
19874200F0539,1,1,3,3,5,1,0,0
198752FS01241,1,1,1,3,0,0,0,19
198701SA00439,2,1,1,3,0,0,0,103
1987077E21328,1,1,3,2,5,1,0,0
1987461205867,1,1,1,3,0,0,0,109
19872000E0886,1,1,3,3,1,1,0,0
1987462411597,1,1,3,3,5,2,0,0
