hhid,lga_standard,lga_for_seifa,homesubregion_ASGS,homeregion_ASGS,hhinc_group,totalvehs,totalbikes_clean,hhsize,dayType,travmonth,travdow,LGA_Name,IRSD_Score,IRSD_Decile,IRSAD_Score,IRSAD_Decile,IEO_Score,IEO_Decile,Population,hhinc_sort
Y25H6540506,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$300-$399 ($15,600-$20,799)",1,2.0,4,Weekend,February,Saturday,Wyndham,1006,8,1004,8,1007,9,292011,300
Y25H6540508,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$400-$499 ($20,800-$25,999)",3,0.0,1,Weekday,February,Monday,Wyndham,1006,8,1004,8,1007,9,292011,400
Y25H6540516,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",1,2.0,4,Weekday,February,Tuesday,Wyndham,1006,8,1004,8,1007,9,292011,5000
Y25H6540518,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",5,0.0,4,Weekday,February,Thursday,Wyndham,1006,8,1004,8,1007,9,292011,6000
Y25H6540520,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",3,0.0,3,Weekend,February,Saturday,Wyndham,1006,8,1004,8,1007,9,292011,4000
Y25H6540524,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,5.0,5,Weekday,February,Wednesday,Wyndham,1006,8,1004,8,1007,9,292011,2500
Y25H6540528,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",1,,3,Weekend,February,Sunday,Wyndham,1006,8,1004,8,1007,9,292011,1000
Y25H6540529,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,0.0,2,Weekday,February,Monday,Wyndham,1006,8,1004,8,1007,9,292011,2500
Y25H6540532,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",1,2.0,3,Weekday,February,Thursday,Wyndham,1006,8,1004,8,1007,9,292011,3500
Y25H6540537,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,2.0,5,Weekday,February,Tuesday,Wyndham,1006,8,1004,8,1007,9,292011,1750
Y25H6540540,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",4,3.0,5,Weekday,February,Friday,Wyndham,1006,8,1004,8,1007,9,292011,2500
Y25H6540542,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",2,,3,Weekend,February,Sunday,Wyndham,1006,8,1004,8,1007,9,292011,3000
Y25H6541001,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$3,000-$3,499 ($156,000-$181,999)",2,0.0,3,Weekday,February,Monday,Greater Geelong,1007,8,990,8,993,8,271057,3000
Y25H6541003,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$1,500-$1,749 ($78,000-$90,999)",1,0.0,1,Weekday,February,Wednesday,Greater Geelong,1007,8,990,8,993,8,271057,1500
Y25H6541006,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$3,000-$3,499 ($156,000-$181,999)",2,,2,Weekend,February,Saturday,Greater Geelong,1007,8,990,8,993,8,271057,3000
Y25H6541008,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$1,500-$1,749 ($78,000-$90,999)",1,4.0,3,Weekday,February,Monday,Greater Geelong,1007,8,990,8,993,8,271057,1500
Y25H6541010,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$3,000-$3,499 ($156,000-$181,999)",1,4.0,2,Weekday,February,Wednesday,Greater Geelong,1007,8,990,8,993,8,271057,3000
Y25H6541012,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$1,250-$1,499 ($65,000-$77,999)",1,0.0,1,Weekday,February,Friday,Greater Geelong,1007,8,990,8,993,8,271057,1250
Y25H6541016,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$3,500-$3,999 ($182,000-$207,999)",1,0.0,3,Weekday,February,Tuesday,Greater Geelong,1007,8,990,8,993,8,271057,3500
Y25H6541018,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$2,500-$2,999 ($130,000-$155,999)",2,2.0,3,Weekday,February,Thursday,Greater Geelong,1007,8,990,8,993,8,271057,2500
Y25H6541024,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$3,000-$3,499 ($156,000-$181,999)",2,5.0,4,Weekday,February,Wednesday,Greater Geelong,1007,8,990,8,993,8,271057,3000
Y25H6541025,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$2,500-$2,999 ($130,000-$155,999)",1,0.0,1,Weekday,February,Thursday,Greater Geelong,1007,8,990,8,993,8,271057,2500
Y25H6541030,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$800-$999 ($41,600-$51,999)",1,0.0,2,Weekday,February,Tuesday,Greater Geelong,1007,8,990,8,993,8,271057,800
Y25H6541033,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$2,000-$2,499 ($104,000-$129,999)",2,0.0,2,Weekday,February,Friday,Greater Geelong,1007,8,990,8,993,8,271057,2000
Y25H6541036,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$1,750-$1,999 ($91,000-$103,999)",1,0.0,2,Weekday,February,Monday,Greater Geelong,1007,8,990,8,993,8,271057,1750
Y25H6541038,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$5,000-$5,999 ($260,000-$311,999)",5,0.0,6,Weekday,February,Wednesday,Greater Geelong,1007,8,990,8,993,8,271057,5000
Y25H6541039,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$400-$499 ($20,800-$25,999)",2,0.0,2,Weekday,February,Thursday,Greater Geelong,1007,8,990,8,993,8,271057,400
Y25H6541040,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$1,750-$1,999 ($91,000-$103,999)",1,0.0,2,Weekday,February,Friday,Greater Geelong,1007,8,990,8,993,8,271057,1750
Y25H6550101,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",4,1.0,3,Weekday,February,Monday,Casey,995,7,986,8,978,8,365239,1500
Y25H6550104,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",4,0.0,6,Weekday,February,Thursday,Casey,995,7,986,8,978,8,365239,1000
Y25H6550105,Casey,Casey,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,0.0,4,Weekday,February,Friday,Casey,995,7,986,8,978,8,365239,2500
Y25H6550108,Casey,Casey,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",2,4.0,4,Weekday,February,Monday,Casey,995,7,986,8,978,8,365239,5000
Y25H6550109,Casey,Casey,MELB - Outer,Greater Melbourne,"$500-$649 ($26,000-$33,799)",2,,2,Weekday,February,Tuesday,Casey,995,7,986,8,978,8,365239,500
Y25H6550112,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",3,2.0,6,Weekday,February,Friday,Casey,995,7,986,8,978,8,365239,1500
Y25H6550113,Casey,Casey,MELB - Outer,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",4,,4,Weekend,February,Saturday,Casey,995,7,986,8,978,8,365239,6000
Y25H6550114,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",1,0.0,2,Weekend,February,Sunday,Casey,995,7,986,8,978,8,365239,1000
Y25H6550116,Casey,Casey,MELB - Outer,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",3,4.0,5,Weekday,February,Tuesday,Casey,995,7,986,8,978,8,365239,4000
Y25H6550117,Casey,Casey,MELB - Outer,Greater Melbourne,"$2,000-$2,499 ($104,000-$129,999)",3,4.0,4,Weekday,February,Wednesday,Casey,995,7,986,8,978,8,365239,2000
Y25H6550119,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",1,0.0,2,Weekday,February,Friday,Casey,995,7,986,8,978,8,365239,1500
Y25H6550120,Casey,Casey,MELB - Outer,Greater Melbourne,"$500-$649 ($26,000-$33,799)",0,0.0,1,Weekend,February,Saturday,Casey,995,7,986,8,978,8,365239,500
Y25H6550122,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,0.0,2,Weekday,February,Monday,Casey,995,7,986,8,978,8,365239,1750
Y25H6550123,Casey,Casey,MELB - Outer,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,0.0,6,Weekday,February,Tuesday,Casey,995,7,986,8,978,8,365239,6000
Y25H6550125,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",2,0.0,2,Weekday,February,Thursday,Casey,995,7,986,8,978,8,365239,1000
Y25H6550126,Casey,Casey,MELB - Outer,Greater Melbourne,"$2,000-$2,499 ($104,000-$129,999)",2,1.0,3,Weekday,February,Friday,Casey,995,7,986,8,978,8,365239,2000
Y25H6550128,Casey,Casey,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,2.0,2,Weekend,February,Sunday,Casey,995,7,986,8,978,8,365239,2500
Y25H6550129,Casey,Casey,MELB - Outer,Greater Melbourne,"$500-$649 ($26,000-$33,799)",2,0.0,4,Weekday,February,Monday,Casey,995,7,986,8,978,8,365239,500
Y25H6550131,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",1,0.0,1,Weekday,February,Wednesday,Casey,995,7,986,8,978,8,365239,1500
Y25H6550135,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",3,1.0,4,Weekend,February,Sunday,Casey,995,7,986,8,978,8,365239,1500
Y25H6550138,Casey,Casey,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",3,0.0,3,Weekday,February,Wednesday,Casey,995,7,986,8,978,8,365239,3000
Y25H6550140,Casey,Casey,MELB - Outer,Greater Melbourne,"$2,000-$2,499 ($104,000-$129,999)",1,0.0,2,Weekday,February,Friday,Casey,995,7,986,8,978,8,365239,2000
Y25H6550142,Casey,Casey,MELB - Outer,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",2,2.0,4,Weekend,February,Sunday,Casey,995,7,986,8,978,8,365239,1500
Y25H6550203,Knox,Knox,MELB - Middle,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",2,1.0,3,Weekday,February,Wednesday,Knox,1042,9,1029,9,1021,9,159103,3000
Y25H6550204,Knox,Knox,MELB - Middle,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",2,1.0,2,Weekday,February,Thursday,Knox,1042,9,1029,9,1021,9,159103,1250
Y25H6550205,Knox,Knox,MELB - Middle,Greater Melbourne,"$4,500-$4,999 ($234,000-$259,999)",3,4.0,4,Weekday,February,Friday,Knox,1042,9,1029,9,1021,9,159103,4500
Y25H6550206,Knox,Knox,MELB - Middle,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",1,0.0,2,Weekend,February,Saturday,Knox,1042,9,1029,9,1021,9,159103,1750
Y25H6550211,Knox,Knox,MELB - Middle,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",1,0.0,2,Weekday,February,Thursday,Knox,1042,9,1029,9,1021,9,159103,4000
Y25H6550215,Knox,Knox,MELB - Middle,Greater Melbourne,Not Stated,0,0.0,1,Weekday,February,Monday,Knox,1042,9,1029,9,1021,9,159103,-1
Y25H6550216,Knox,Knox,MELB - Middle,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,3.0,4,Weekday,February,Tuesday,Knox,1042,9,1029,9,1021,9,159103,3500
Y25H6550217,Knox,Knox,MELB - Middle,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,0.0,2,Weekday,February,Wednesday,Knox,1042,9,1029,9,1021,9,159103,1750
Y25H6550218,Knox,Knox,MELB - Middle,Greater Melbourne,"$650-$799 ($33,800-$41,599)",1,0.0,1,Weekday,February,Thursday,Knox,1042,9,1029,9,1021,9,159103,650
Y25H6550220,Knox,Knox,MELB - Middle,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,2.0,3,Weekend,February,Saturday,Knox,1042,9,1029,9,1021,9,159103,3500
Y25H6550222,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$1-$149 ($1-$7,799)",1,0.0,1,Weekday,February,Monday,Maroondah,1041,9,1035,9,1042,9,115043,1
Y25H6550223,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",1,0.0,1,Weekday,February,Tuesday,Maroondah,1041,9,1035,9,1042,9,115043,1250
Y25H6550224,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,1.0,1,Weekday,February,Wednesday,Maroondah,1041,9,1035,9,1042,9,115043,2500
Y25H6550225,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$400-$499 ($20,800-$25,999)",1,0.0,3,Weekday,February,Thursday,Maroondah,1041,9,1035,9,1042,9,115043,400
Y25H6550226,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$500-$649 ($26,000-$33,799)",1,0.0,1,Weekday,February,Friday,Maroondah,1041,9,1035,9,1042,9,115043,500
Y25H6550229,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",1,,2,Weekday,February,Monday,Maroondah,1041,9,1035,9,1042,9,115043,4000
Y25H6550233,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",1,0.0,3,Weekday,February,Friday,Maroondah,1041,9,1035,9,1042,9,115043,3000
Y25H6550234,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,Not Stated,1,2.0,4,Weekend,February,Saturday,Maroondah,1041,9,1035,9,1042,9,115043,-1
Y25H6550236,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",2,0.0,3,Weekday,February,Monday,Maroondah,1041,9,1035,9,1042,9,115043,3000
Y25H6550239,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,0.0,2,Weekday,February,Thursday,Maroondah,1041,9,1035,9,1042,9,115043,2500
Y25H6550241,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$2,000-$2,499 ($104,000-$129,999)",2,0.0,2,Weekend,February,Saturday,Maroondah,1041,9,1035,9,1042,9,115043,2000
Y25H6550242,Maroondah,Maroondah,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",2,1.0,2,Weekend,February,Sunday,Maroondah,1041,9,1035,9,1042,9,115043,3000
Y25H6551001,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$1,250-$1,499 ($65,000-$77,999)",1,0.0,1,Weekday,February,Monday,Queenscliffe,1082,10,1067,10,1089,10,3276,1250
Y25H6551002,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$1,750-$1,999 ($91,000-$103,999)",1,0.0,2,Weekday,February,Tuesday,Queenscliffe,1082,10,1067,10,1089,10,3276,1750
Y25H6551004,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$500-$649 ($26,000-$33,799)",1,1.0,1,Weekday,February,Thursday,Queenscliffe,1082,10,1067,10,1089,10,3276,500
Y25H6551006,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$500-$649 ($26,000-$33,799)",1,0.0,1,Weekend,February,Saturday,Queenscliffe,1082,10,1067,10,1089,10,3276,500
Y25H6551012,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$4,000-$4,499 ($208,000-$233,999)",1,2.0,3,Weekday,February,Friday,Queenscliffe,1082,10,1067,10,1089,10,3276,4000
Y25H6551013,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$1,000-$1,249 ($52,000-$64,999)",2,2.0,2,Weekend,February,Saturday,Queenscliffe,1082,10,1067,10,1089,10,3276,1000
Y25H6551015,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$1,000-$1,249 ($52,000-$64,999)",2,0.0,2,Weekday,February,Monday,Queenscliffe,1082,10,1067,10,1089,10,3276,1000
Y25H6551023,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$3,000-$3,499 ($156,000-$181,999)",2,2.0,3,Weekday,February,Tuesday,Queenscliffe,1082,10,1067,10,1089,10,3276,3000
Y25H6551024,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$5,000-$5,999 ($260,000-$311,999)",3,,3,Weekday,February,Wednesday,Queenscliffe,1082,10,1067,10,1089,10,3276,5000
Y25H6551025,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$2,000-$2,499 ($104,000-$129,999)",1,1.0,2,Weekday,February,Thursday,Queenscliffe,1082,10,1067,10,1089,10,3276,2000
Y25H6551027,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$800-$999 ($41,600-$51,999)",1,2.0,1,Weekend,February,Saturday,Queenscliffe,1082,10,1067,10,1089,10,3276,800
Y25H6551029,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$1,250-$1,499 ($65,000-$77,999)",1,2.0,2,Weekday,February,Monday,Queenscliffe,1082,10,1067,10,1089,10,3276,1250
Y25H6551030,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$800-$999 ($41,600-$51,999)",1,0.0,1,Weekday,February,Tuesday,Queenscliffe,1082,10,1067,10,1089,10,3276,800
Y25H6551034,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$400-$499 ($20,800-$25,999)",2,0.0,2,Weekend,February,Saturday,Queenscliffe,1082,10,1067,10,1089,10,3276,400
Y25H6551037,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$650-$799 ($33,800-$41,599)",2,3.0,2,Weekday,February,Tuesday,Queenscliffe,1082,10,1067,10,1089,10,3276,650
Y25H6551038,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$3,500-$3,999 ($182,000-$207,999)",2,3.0,4,Weekday,February,Wednesday,Queenscliffe,1082,10,1067,10,1089,10,3276,3500
Y25H6551041,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$3,500-$3,999 ($182,000-$207,999)",2,4.0,4,Weekend,February,Saturday,Queenscliffe,1082,10,1067,10,1089,10,3276,3500
Y25H6551042,Queenscliffe,Queenscliffe,Geelong SA4,Geelong SA4,"$2,500-$2,999 ($130,000-$155,999)",2,4.0,5,Weekend,February,Sunday,Queenscliffe,1082,10,1067,10,1089,10,3276,2500
Y25H6551101,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$3,500-$3,999 ($182,000-$207,999)",2,0.0,2,Weekday,February,Monday,Greater Geelong,1007,8,990,8,993,8,271057,3500
Y25H6551103,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$1,000-$1,249 ($52,000-$64,999)",2,1.0,1,Weekday,February,Wednesday,Greater Geelong,1007,8,990,8,993,8,271057,1000
Y25H6551106,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$150-$299 ($7,800-$15,599)",1,0.0,1,Weekend,February,Saturday,Greater Geelong,1007,8,990,8,993,8,271057,150
Y25H6551111,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$800-$999 ($41,600-$51,999)",1,5.0,4,Weekday,February,Thursday,Greater Geelong,1007,8,990,8,993,8,271057,800
Y25H6551117,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$500-$649 ($26,000-$33,799)",1,0.0,1,Weekday,February,Wednesday,Greater Geelong,1007,8,990,8,993,8,271057,500
Y25H6551125,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$2,000-$2,499 ($104,000-$129,999)",2,0.0,3,Weekday,February,Thursday,Greater Geelong,1007,8,990,8,993,8,271057,2000
Y25H6551128,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$1,750-$1,999 ($91,000-$103,999)",3,,4,Weekend,February,Sunday,Greater Geelong,1007,8,990,8,993,8,271057,1750
Y25H6551130,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$500-$649 ($26,000-$33,799)",1,,1,Weekday,February,Tuesday,Greater Geelong,1007,8,990,8,993,8,271057,500
Y25H6551132,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$3,500-$3,999 ($182,000-$207,999)",4,6.0,5,Weekday,February,Thursday,Greater Geelong,1007,8,990,8,993,8,271057,3500
Y25H6551133,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$1,000-$1,249 ($52,000-$64,999)",1,,4,Weekday,February,Friday,Greater Geelong,1007,8,990,8,993,8,271057,1000
Y25H6551138,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,Not Stated,0,0.0,1,Weekday,February,Wednesday,Greater Geelong,1007,8,990,8,993,8,271057,-1
Y25H6551139,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$1,250-$1,499 ($65,000-$77,999)",1,0.0,2,Weekday,February,Thursday,Greater Geelong,1007,8,990,8,993,8,271057,1250
Y25H6551141,Greater Geelong,Greater Geelong,Geelong SA4,Geelong SA4,"$650-$799 ($33,800-$41,599)",2,0.0,2,Weekend,February,Saturday,Greater Geelong,1007,8,990,8,993,8,271057,650
Y25H6560303,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,3.0,4,Weekday,February,Wednesday,Darebin,1018,8,1044,9,1075,9,148570,2500
Y25H6560304,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$500-$649 ($26,000-$33,799)",1,0.0,1,Weekday,February,Thursday,Darebin,1018,8,1044,9,1075,9,148570,500
Y25H6560305,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,5.0,4,Weekday,February,Friday,Darebin,1018,8,1044,9,1075,9,148570,3500
Y25H6560306,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$1-$149 ($1-$7,799)",1,1.0,2,Weekend,February,Saturday,Darebin,1018,8,1044,9,1075,9,148570,1
Y25H6560309,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",0,1.0,1,Weekday,February,Tuesday,Darebin,1018,8,1044,9,1075,9,148570,1500
Y25H6560310,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,4.0,4,Weekday,February,Wednesday,Darebin,1018,8,1044,9,1075,9,148570,2500
Y25H6560314,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",1,1.0,2,Weekend,February,Sunday,Darebin,1018,8,1044,9,1075,9,148570,6000
Y25H6560317,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,1.0,2,Weekday,February,Wednesday,Darebin,1018,8,1044,9,1075,9,148570,2500
Y25H6560318,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",1,2.0,3,Weekday,February,Thursday,Darebin,1018,8,1044,9,1075,9,148570,6000
Y25H6560319,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$2,000-$2,499 ($104,000-$129,999)",0,4.0,3,Weekday,February,Friday,Darebin,1018,8,1044,9,1075,9,148570,2000
Y25H6560320,Darebin,Darebin,MELB - Inner,Greater Melbourne,"$800-$999 ($41,600-$51,999)",0,,1,Weekend,February,Saturday,Darebin,1018,8,1044,9,1075,9,148570,800
Y25H6560323,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",2,1.0,2,Weekday,February,Tuesday,Yarra,1046,9,1108,10,1149,10,90114,5000
Y25H6560324,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$1-$149 ($1-$7,799)",1,0.0,1,Weekday,February,Wednesday,Yarra,1046,9,1108,10,1149,10,90114,1
Y25H6560325,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",1,,3,Weekday,February,Thursday,Yarra,1046,9,1108,10,1149,10,90114,5000
Y25H6560326,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,9.0,4,Weekday,February,Friday,Yarra,1046,9,1108,10,1149,10,90114,6000
Y25H6560329,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,0.0,2,Weekday,February,Monday,Yarra,1046,9,1108,10,1149,10,90114,1750
Y25H6560331,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",0,0.0,1,Weekday,February,Wednesday,Yarra,1046,9,1108,10,1149,10,90114,1250
Y25H6560332,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,0.0,2,Weekday,February,Thursday,Yarra,1046,9,1108,10,1149,10,90114,3500
Y25H6560333,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$8,000 or more ($416,000 or more)",2,5.0,3,Weekday,February,Friday,Yarra,1046,9,1108,10,1149,10,90114,0
Y25H6560334,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,5.0,4,Weekend,February,Saturday,Yarra,1046,9,1108,10,1149,10,90114,6000
Y25H6560335,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",2,2.0,2,Weekend,February,Sunday,Yarra,1046,9,1108,10,1149,10,90114,1500
Y25H6560338,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",1,6.0,4,Weekday,February,Wednesday,Yarra,1046,9,1108,10,1149,10,90114,6000
Y25H6560339,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$500-$649 ($26,000-$33,799)",1,0.0,1,Weekday,February,Thursday,Yarra,1046,9,1108,10,1149,10,90114,500
Y25H6560341,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",3,1.0,2,Weekend,February,Saturday,Yarra,1046,9,1108,10,1149,10,90114,3000
Y25H6560342,Yarra,Yarra,MELB - Inner,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",1,5.0,3,Weekend,February,Sunday,Yarra,1046,9,1108,10,1149,10,90114,6000
Y25H6560405,Whittlesea,Whittlesea,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,1.0,3,Weekday,February,Friday,Whittlesea,990,6,981,7,980,8,229396,2500
Y25H6560406,Whittlesea,Whittlesea,MELB - Outer,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,3.0,5,Weekend,February,Saturday,Whittlesea,990,6,981,7,980,8,229396,6000
Y25H6560407,Whittlesea,Whittlesea,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",2,0.0,3,Weekend,February,Sunday,Whittlesea,990,6,981,7,980,8,229396,5000
Y25H6560408,Whittlesea,Whittlesea,MELB - Outer,Greater Melbourne,"$800-$999 ($41,600-$51,999)",3,,3,Weekday,February,Monday,Whittlesea,990,6,981,7,980,8,229396,800
